LOC,bug,PDA,LLOC,Parent,PUA,CLOC,LongName,Name,ID
104,,9,11,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPartListener2.java,IPartListener2.java,L620885
71,,7,9,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPartService.java,IPartService.java,L620886
42,,2,5,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPathEditorInput.java,IPathEditorInput.java,L620887
28,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPersistable.java,IPersistable.java,L620888
53,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPersistableElement.java,IPersistableElement.java,L620889
81,,5,8,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPerspectiveDescriptor.java,IPerspectiveDescriptor.java,L620890
85,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPerspectiveFactory.java,IPerspectiveFactory.java,L620891
46,,3,7,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPerspectiveListener.java,IPerspectiveListener.java,L620892
41,,2,6,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPerspectiveListener2.java,IPerspectiveListener2.java,L620893
82,,5,12,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPerspectiveListener3.java,IPerspectiveListener3.java,L620894
98,,8,11,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPerspectiveRegistry.java,IPerspectiveRegistry.java,L620895
43,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPlaceholderFolderLayout.java,IPlaceholderFolderLayout.java,L620896
36,,3,5,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPluginContribution.java,IPluginContribution.java,L620897
31,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IPropertyListener.java,IPropertyListener.java,L620898
29,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IReusableEditor.java,IReusableEditor.java,L620899
95,,6,10,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISaveablePart.java,ISaveablePart.java,L620900
72,,2,8,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISaveablePart2.java,ISaveablePart2.java,L620901
42,,2,5,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISelectionListener.java,ISelectionListener.java,L620902
140,,11,17,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISelectionService.java,ISelectionService.java,L620903
312,,3,49,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISharedImages.java,ISharedImages.java,L620904
38,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IShowEditorInput.java,IShowEditorInput.java,L620905
142,,3,6,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISizeProvider.java,ISizeProvider.java,L620906
71,,5,8,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISourceProvider.java,ISourceProvider.java,L620907
67,,3,8,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISourceProviderListener.java,ISourceProviderListener.java,L620908
145,,1,18,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/ISources.java,ISources.java,L620909
46,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IStartup.java,IStartup.java,L620910
27,,2,4,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IViewActionDelegate.java,IViewActionDelegate.java,L620911
68,,7,9,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IViewLayout.java,IViewLayout.java,L620912
96,,5,7,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IViewPart.java,IViewPart.java,L620913
44,,4,6,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IViewReference.java,IViewReference.java,L620914
39,,3,5,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IViewSite.java,IViewSite.java,L620915
51,,5,7,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWindowListener.java,IWindowListener.java,L620916
545,,38,61,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbench.java,IWorkbench.java,L620917
837,,1,103,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchActionConstants.java,IWorkbenchActionConstants.java,L620918
863,,55,82,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPage.java,IWorkbenchPage.java,L620919
224,,10,16,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPart.java,IWorkbenchPart.java,L620920
45,,3,5,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPart2.java,IWorkbenchPart2.java,L620921
47,,1,8,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPartConstants.java,IWorkbenchPartConstants.java,L620922
44,,4,7,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPartDescriptor.java,IWorkbenchPartDescriptor.java,L620923
86,,11,14,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPartReference.java,IWorkbenchPartReference.java,L620924
129,,8,14,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPartSite.java,IWorkbenchPartSite.java,L620925
356,,1,34,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPreferenceConstants.java,IWorkbenchPreferenceConstants.java,L620926
43,,2,5,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPreferencePage.java,IWorkbenchPreferencePage.java,L620927
51,,3,7,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchPropertyPage.java,IWorkbenchPropertyPage.java,L620928
72,,6,12,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchSite.java,IWorkbenchSite.java,L620929
189,,13,20,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchWindow.java,IWorkbenchWindow.java,L620930
33,,3,5,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchWindowActionDelegate.java,IWorkbenchWindowActionDelegate.java,L620931
33,,2,7,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchWindowPulldownDelegate.java,IWorkbenchWindowPulldownDelegate.java,L620932
35,,2,6,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchWindowPulldownDelegate2.java,IWorkbenchWindowPulldownDelegate2.java,L620933
37,,2,6,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkbenchWizard.java,IWorkbenchWizard.java,L620934
112,,9,13,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkingSet.java,IWorkingSet.java,L620935
284,,17,34,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkingSetManager.java,IWorkingSetManager.java,L620936
63,,5,7,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/IWorkingSetUpdater.java,IWorkingSetUpdater.java,L620937
125,,3,52,L620842,1,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/LegacyHandlerSubmissionExpression.java,LegacyHandlerSubmissionExpression.java,L620938
91,,6,32,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/NavigationLocation.java,NavigationLocation.java,L620939
59,,4,14,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/PartInitException.java,PartInitException.java,L620940
85,,8,23,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/PerspectiveAdapter.java,PerspectiveAdapter.java,L620941
184,,7,40,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/PlatformUI.java,PlatformUI.java,L620942
445,,4,246,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/SelectionEnabler.java,SelectionEnabler.java,L620943
349,,18,157,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/SubActionBars.java,SubActionBars.java,L620944
84,,4,33,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/SubActionBars2.java,SubActionBars2.java,L620945
150,,3,76,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/WorkbenchEncoding.java,WorkbenchEncoding.java,L620946
62,,4,17,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/WorkbenchException.java,WorkbenchException.java,L620947
552,,21,339,L620842,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/XMLMemento.java,XMLMemento.java,L620948
31,,2,5,L734657,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/about/ISystemSummarySection.java,ISystemSummarySection.java,L734658
73,,6,21,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/ActionContext.java,ActionContext.java,L715118
73,,6,18,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/ActionDelegate.java,ActionDelegate.java,L715119
1536,,6,815,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/ActionFactory.java,ActionFactory.java,L715120
112,,7,21,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/ActionGroup.java,ActionGroup.java,L715121
267,,3,142,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/BaseNewWizardMenu.java,BaseNewWizardMenu.java,L715122
178,,5,54,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/BaseSelectionListenerAction.java,BaseSelectionListenerAction.java,L715123
127,,5,74,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/CompoundContributionItem.java,CompoundContributionItem.java,L715124
229,,3,95,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/ContributionItemFactory.java,ContributionItemFactory.java,L715125
208,,8,106,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/ExportResourcesAction.java,ExportResourcesAction.java,L715126
187,,6,99,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/ImportResourcesAction.java,ImportResourcesAction.java,L715127
213,,8,110,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/LabelRetargetAction.java,LabelRetargetAction.java,L715128
198,,7,105,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/NewWizardAction.java,NewWizardAction.java,L715129
178,,5,92,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/NewWizardDropDownAction.java,NewWizardDropDownAction.java,L715130
119,,6,55,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/OpenInNewWindowAction.java,OpenInNewWindowAction.java,L715131
101,,4,33,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/OpenNewPageMenu.java,OpenNewPageMenu.java,L715132
101,,4,34,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/OpenNewWindowMenu.java,OpenNewWindowMenu.java,L715133
101,,5,38,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/OpenPerspectiveAction.java,OpenPerspectiveAction.java,L715134
175,,6,70,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/OpenPerspectiveMenu.java,OpenPerspectiveMenu.java,L715135
131,,7,30,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/PartEventAction.java,PartEventAction.java,L715136
360,,5,175,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/PerspectiveMenu.java,PerspectiveMenu.java,L715137
296,,14,149,L715117,1,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/RetargetAction.java,RetargetAction.java,L715138
147,,8,44,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/SelectionProviderAction.java,SelectionProviderAction.java,L715139
61,,3,26,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/SimpleWildcardTester.java,SimpleWildcardTester.java,L715140
179,,6,95,L715117,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/actions/WorkingSetFilterActionGroup.java,WorkingSetFilterActionGroup.java,L715141
158,,4,80,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ActivitiesPreferencePage.java,ActivitiesPreferencePage.java,L734694
673,,4,427,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ActivityCategoryPreferencePage.java,ActivityCategoryPreferencePage.java,L734695
195,,11,66,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ActivityEvent.java,ActivityEvent.java,L734696
213,,9,71,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ActivityManagerEvent.java,ActivityManagerEvent.java,L734697
111,,7,34,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/CategoryEvent.java,CategoryEvent.java,L734698
170,,11,14,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IActivity.java,IActivity.java,L734699
36,,2,4,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IActivityListener.java,IActivityListener.java,L734700
122,,9,14,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IActivityManager.java,IActivityManager.java,L734701
36,,2,4,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IActivityManagerListener.java,IActivityManagerListener.java,L734702
49,,3,6,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IActivityPatternBinding.java,IActivityPatternBinding.java,L734703
48,,3,5,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IActivityRequirementBinding.java,IActivityRequirementBinding.java,L734704
124,,8,11,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ICategory.java,ICategory.java,L734705
44,,3,5,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ICategoryActivityBinding.java,ICategoryActivityBinding.java,L734706
37,,2,4,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ICategoryListener.java,ICategoryListener.java,L734707
99,,6,9,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IIdentifier.java,IIdentifier.java,L734709
36,,2,4,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IIdentifierListener.java,IIdentifierListener.java,L734710
41,,2,5,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IMutableActivityManager.java,IMutableActivityManager.java,L734711
61,,4,7,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ITriggerPoint.java,ITriggerPoint.java,L734712
46,,2,5,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ITriggerPointAdvisor.java,ITriggerPointAdvisor.java,L734713
50,,3,7,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/ITriggerPointManager.java,ITriggerPointManager.java,L734714
85,,7,11,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IWorkbenchActivitySupport.java,IWorkbenchActivitySupport.java,L734715
82,,5,23,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/IdentifierEvent.java,IdentifierEvent.java,L734708
51,,3,9,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/NotDefinedException.java,NotDefinedException.java,L734716
454,,17,219,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/WorkbenchActivityHelper.java,WorkbenchActivityHelper.java,L734717
117,,4,49,L734693,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/activities/WorkbenchTriggerPointAdvisor.java,WorkbenchTriggerPointAdvisor.java,L734718
338,,7,85,L735290,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/application/ActionBarAdvisor.java,ActionBarAdvisor.java,L735291
82,,6,12,L735290,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/application/IActionBarConfigurer.java,IActionBarConfigurer.java,L735292
260,,16,31,L735290,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/application/IWorkbenchConfigurer.java,IWorkbenchConfigurer.java,L735293
408,,33,46,L735290,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/application/IWorkbenchWindowConfigurer.java,IWorkbenchWindowConfigurer.java,L735294
745,,26,141,L735290,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/application/WorkbenchAdvisor.java,WorkbenchAdvisor.java,L735295
313,,15,73,L735290,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/application/WorkbenchWindowAdvisor.java,WorkbenchWindowAdvisor.java,L735296
63,,1,9,L735564,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/branding/IBundleGroupConstants.java,IBundleGroupConstants.java,L735565
127,,1,10,L735564,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/branding/IProductConstants.java,IProductConstants.java,L735566
51,,4,13,L620957,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/browser/AbstractWebBrowser.java,AbstractWebBrowser.java,L620958
49,,4,15,L620957,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/browser/AbstractWorkbenchBrowserSupport.java,AbstractWorkbenchBrowserSupport.java,L620959
58,,4,8,L620957,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/browser/IWebBrowser.java,IWebBrowser.java,L620960
185,,5,16,L620957,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/browser/IWorkbenchBrowserSupport.java,IWorkbenchBrowserSupport.java,L620961
222,,5,133,L735584,3,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/AbstractHandler.java,AbstractHandler.java,L735585
261,,9,115,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ActionHandler.java,ActionHandler.java,L735586
91,,5,23,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/CategoryEvent.java,CategoryEvent.java,L735587
226,,11,70,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/CommandEvent.java,CommandEvent.java,L735588
63,,4,14,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/CommandException.java,CommandException.java,L735589
304,,13,94,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/CommandManagerEvent.java,CommandManagerEvent.java,L735590
58,,3,10,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ExecutionException.java,ExecutionException.java,L735591
94,,1,37,L735584,2,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ExtensionParameterValues.java,ExtensionParameterValues.java,L735592
138,,5,41,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/HandlerEvent.java,HandlerEvent.java,L735593
242,,10,85,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/HandlerSubmission.java,HandlerSubmission.java,L735594
132,,7,9,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ICategory.java,ICategory.java,L735595
43,,2,4,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ICategoryListener.java,ICategoryListener.java,L735596
212,,12,17,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ICommand.java,ICommand.java,L735597
37,,2,4,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ICommandListener.java,ICommandListener.java,L735598
241,,17,24,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ICommandManager.java,ICommandManager.java,L735599
39,,2,4,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ICommandManagerListener.java,ICommandManagerListener.java,L735600
100,,8,14,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/ICommandService.java,ICommandService.java,L735601
88,,6,9,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/IHandler.java,IHandler.java,L735602
38,,2,4,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/IHandlerListener.java,IHandlerListener.java,L735603
167,,9,13,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/IKeyConfiguration.java,IKeyConfiguration.java,L735604
43,,2,4,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/IKeyConfigurationListener.java,IKeyConfigurationListener.java,L735605
41,,2,5,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/IKeySequenceBinding.java,IKeySequenceBinding.java,L735606
90,,6,9,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/IWorkbenchCommandSupport.java,IWorkbenchCommandSupport.java,L735607
128,,7,34,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/KeyConfigurationEvent.java,KeyConfigurationEvent.java,L735608
57,,3,11,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/NotDefinedException.java,NotDefinedException.java,L735609
56,,3,10,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/NotHandledException.java,NotHandledException.java,L735610
121,,3,32,L735584,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/commands/Priority.java,Priority.java,L735611
125,,7,33,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/ContextEvent.java,ContextEvent.java,L736183
64,,4,14,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/ContextException.java,ContextException.java,L736184
175,,7,50,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/ContextManagerEvent.java,ContextManagerEvent.java,L736185
190,,8,62,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/EnabledSubmission.java,EnabledSubmission.java,L736186
121,,8,10,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/IContext.java,IContext.java,L736187
79,,6,10,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/IContextActivation.java,IContextActivation.java,L736188
39,,2,4,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/IContextListener.java,IContextListener.java,L736189
99,,6,11,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/IContextManager.java,IContextManager.java,L736190
40,,2,4,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/IContextManagerListener.java,IContextManagerListener.java,L736191
278,,13,27,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/IContextService.java,IContextService.java,L736192
270,,12,22,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/IWorkbenchContextSupport.java,IWorkbenchContextSupport.java,L736193
55,,3,11,L736182,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/contexts/NotDefinedException.java,NotDefinedException.java,L736194
475,,15,257,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/AbstractElementListSelectionDialog.java,AbstractElementListSelectionDialog.java,L718599
388,,13,225,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/CheckedTreeSelectionDialog.java,CheckedTreeSelectionDialog.java,L718600
215,,7,129,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/ContainerCheckedTreeViewer.java,ContainerCheckedTreeViewer.java,L718601
71,,3,28,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/ElementListSelectionDialog.java,ElementListSelectionDialog.java,L718602
386,,13,216,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/ElementTreeSelectionDialog.java,ElementTreeSelectionDialog.java,L718603
64,,4,19,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/FileEditorMappingContentProvider.java,FileEditorMappingContentProvider.java,L718604
111,,6,43,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/FileEditorMappingLabelProvider.java,FileEditorMappingLabelProvider.java,L718605
259,,14,116,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/FileSystemElement.java,FileSystemElement.java,L718606
707,,27,374,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/FilteredList.java,FilteredList.java,L718607
59,,2,9,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/IOverwriteQuery.java,IOverwriteQuery.java,L718608
30,,2,5,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/ISelectionStatusValidator.java,ISelectionStatusValidator.java,L718609
32,,2,4,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/ISelectionValidator.java,ISelectionValidator.java,L718610
38,,2,6,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/IWorkingSetEditWizard.java,IWorkingSetEditWizard.java,L718611
42,,2,6,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/IWorkingSetNewWizard.java,IWorkingSetNewWizard.java,L718612
66,,4,8,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/IWorkingSetPage.java,IWorkingSetPage.java,L718613
55,,4,7,L718598,0,0,org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/dialogs/IWorkingSetSelectionDialog.java,IWorkingSetSelectionDialog.java,L718614
